Year,Department,JobTitle,AveAnnualRate,NumEmployees
2014,Metro Corrections,Clerk Typist I A/U U310       ,32219.2,1
2014,Metro Corrections,Clerk Typist II U310          ,29853.2,4
2014,Metro Corrections,Communications Specialist     ,55000.4,1
2014,Metro Corrections,Correction Officer Recruit    ,32156.8,1
2014,Metro Corrections,Corrections Captain           ,66566.93333,6
2014,Metro Corrections,Corrections Chief             ,126284.6,1
2014,Metro Corrections,Corrections Clerk U310        ,38184.64,10
2014,Metro Corrections,Corrections Deputy            ,83898.1,2
2014,Metro Corrections,Corrections Lieutenant        ,60444.8,18
2014,Metro Corrections,Corrections Major             ,73070.4,2
2014,Metro Corrections,Corrections Officer           ,39588.51457,398
2014,Metro Corrections,Corrections Program Coord     ,41121.6,1
2014,Metro Corrections,Corrections Program Trainer   ,37336,1
2014,Metro Corrections,Corrections Sergeant          ,51115.2,52
2014,Metro Corrections,Corrections Support Coordinato,55868.8,1
2014,Metro Corrections,Corrections Support Technician,35082.66667,3
2014,Metro Corrections,Corrections Supvsr I          ,43441.95556,9
2014,Metro Corrections,Corrections Supvsr II         ,45333.6,2
2014,Metro Corrections,Corrections Technician        ,25132.34286,7
2014,Metro Corrections,Corrections Training Spec U310,35984,1
2014,Metro Corrections,Criminal Justice Supvsr       ,50668.8,1
2014,Metro Corrections,Data Systems Analyst U310     ,49836.8,2
2014,Metro Corrections,Executive Assistant           ,30014.4,1
2014,Metro Corrections,Info Systems Analyst          ,41974.4,1
2014,Metro Corrections,Info Systems Supvsr           ,57158.4,1
2014,Metro Corrections,Inmate Grievance Counselr U310,32645.6,2
2014,Metro Corrections,Inventory Control Spec U310   ,48006.4,2
2014,Metro Corrections,Management Assistant U310     ,41059.2,1
2014,Metro Corrections,Offender Services Manager     ,48152,1
2014,Metro Corrections,Payroll Specialist            ,29057.6,1
2014,Metro Corrections,Personnel Supvsr              ,59820.8,1
2014,Metro Corrections,Prisoner Class Interviewer    ,37842.58065,31
2014,Metro Corrections,Research Specialist U310      ,37065.6,1
2014,Metro Corrections,Senior Corrections Technician ,35520.55,32
2014,Metro Corrections,Senior Social Worker U310     ,45219.2,1
2014,Metro Corrections,Substance Abuse Program Coord ,57969.6,1
2015,Metro Corrections,Assistant Director            ,108630.6,1
2015,Metro Corrections,Chaplain                      ,46716.8,1
2015,Metro Corrections,Chaplain Assistant            ,15007.2,1
2015,Metro Corrections,Clerk Typist I A/U U310       ,33529.6,1
2015,Metro Corrections,Clerk Typist II U310          ,31671.46667,3
2015,Metro Corrections,Community Outreach Spec       ,34944,1
2015,Metro Corrections,Correction Officer Recruit    ,32676.8,2
2015,Metro Corrections,Corrections Captain           ,67285.02857,7
2015,Metro Corrections,Corrections Chief             ,128809.2,1
2015,Metro Corrections,Corrections Clerk U310        ,38554.88,10
2015,Metro Corrections,Corrections Deputy            ,85576.4,2
2015,Metro Corrections,Corrections Lieutenant        ,59788.44444,18
2015,Metro Corrections,Corrections Major             ,83948.8,2
2015,Metro Corrections,Corrections Officer           ,39453.04835,393
2015,Metro Corrections,Corrections Program Trainer   ,37336,1
2015,Metro Corrections,Corrections Sergeant          ,51144.75294,51
2015,Metro Corrections,Corrections Support Coordinato,51428,2
2015,Metro Corrections,Corrections Support Technician,39610.13333,3
2015,Metro Corrections,Corrections Supvsr I          ,44842.48889,9
2015,Metro Corrections,Corrections Supvsr II         ,48037.6,2
2015,Metro Corrections,Corrections Technician        ,25526.8,4
2015,Metro Corrections,Corrections Training Spec U310,35536.8,2
2015,Metro Corrections,Criminal Justice Supvsr       ,51688,1
2015,Metro Corrections,Data Systems Analyst U310     ,51854.4,1
2015,Metro Corrections,Info Systems Analyst          ,41974.4,1
2015,Metro Corrections,Info Systems Supvsr           ,58302.4,1
2015,Metro Corrections,Inmate Grievance Counselr U310,34132.8,1
2015,Metro Corrections,Inventory Control Spec U310   ,39145.6,2
2015,Metro Corrections,Management Assistant U310     ,41870.4,1
2015,Metro Corrections,Offender Services Manager     ,53040,1
2015,Metro Corrections,Payroll Specialist            ,29640,1
2015,Metro Corrections,Personnel Specialist          ,34954.4,2
2015,Metro Corrections,Personnel Supvsr              ,63211.2,1
2015,Metro Corrections,Prisoner Class Interviewer    ,40178.66667,30
2015,Metro Corrections,Research Specialist U310      ,38376,1
2015,Metro Corrections,Secretary A/U U310            ,36192,1
2015,Metro Corrections,Senior Corrections Technician ,36263.31429,35
2015,Metro Corrections,Senior Social Worker U310     ,48484.8,1
2015,Metro Corrections,Substance Abuse Program Coord ,59134.4,1
2015,Metro Corrections,Video Records Specialist      ,33280,1
2016,Metro Corrections,Assistant Director            ,110804.2,1
2016,Metro Corrections,Chaplain                      ,47652.8,1
2016,Metro Corrections,Clerk Typist I A/U U310       ,30420,2
2016,Metro Corrections,Clerk Typist II U310          ,27378,4
2016,Metro Corrections,Community Outreach Spec       ,35651.2,1
2016,Metro Corrections,Correction Officer Recruit    ,32214.57778,18
2016,Metro Corrections,Corrections Captain           ,66286.62857,7
2016,Metro Corrections,Corrections Chief             ,131385.8,1
2016,Metro Corrections,Corrections Clerk U310        ,37532.11429,14
2016,Metro Corrections,Corrections Deputy            ,87288.5,2
2016,Metro Corrections,Corrections Lieutenant        ,59771.11111,18
2016,Metro Corrections,Corrections Major             ,85633.6,2
2016,Metro Corrections,Corrections Officer           ,39378.23018,391
2016,Metro Corrections,Corrections Sergeant          ,50763.6,52
2016,Metro Corrections,Corrections Support Coordinato,46779.2,1
2016,Metro Corrections,Corrections Support Technician,40407.46667,3
2016,Metro Corrections,Corrections Supvsr I          ,44622.93333,9
2016,Metro Corrections,Corrections Supvsr II         ,49469.33333,3
2016,Metro Corrections,Corrections Technician        ,24874.2,8
2016,Metro Corrections,Corrections Training Spec U310,35703.2,2
2016,Metro Corrections,Criminal Justice Supvsr       ,52728,1
2016,Metro Corrections,Data Systems Analyst U310     ,47455.2,2
2016,Metro Corrections,Executive Assistant           ,33009.6,1
2016,Metro Corrections,Fingerprint Id Technician     ,31130.66667,3
2016,Metro Corrections,Info Systems Supvsr           ,59467.2,1
2016,Metro Corrections,Inmate Grievance Counselr U310,34819.2,1
2016,Metro Corrections,Inventory Control Spec U310   ,40435.2,2
2016,Metro Corrections,Management Assistant U310     ,42702.4,1
2016,Metro Corrections,Offender Services Manager     ,54100.8,1
2016,Metro Corrections,Payroll Specialist            ,32656,1
2016,Metro Corrections,Personnel Specialist          ,35287.2,2
2016,Metro Corrections,Personnel Supvsr              ,64480,1
2016,Metro Corrections,Prisoner Class Interviewer    ,40949.65333,30
2016,Metro Corrections,Research Specialist U310      ,39145.6,1
2016,Metro Corrections,Secretary A/U U310            ,37668.8,1
2016,Metro Corrections,Senior Corrections Technician ,38168.6303,33
2016,Metro Corrections,Senior Social Worker U310     ,47725.6,2
2016,Metro Corrections,Substance Abuse Program Coord ,53092,2
2016,Metro Corrections,Video Records Specialist      ,33945.6,1
2017,Metro Corrections,Assistant Director            ,110804.2,1
2017,Metro Corrections,Chaplain                      ,47652.8,1
2017,Metro Corrections,Clerk Typist I A/U U310       ,27310.4,1
2017,Metro Corrections,Clerk Typist II U310          ,27185.6,2
2017,Metro Corrections,Community Outreach Spec       ,35651.2,1
2017,Metro Corrections,Correction Officer Recruit    ,32156.8,1
2017,Metro Corrections,Corrections Captain           ,66085.06667,6
2017,Metro Corrections,Corrections Chief             ,131385.8,1
2017,Metro Corrections,Corrections Clerk U310        ,37358.4,13
2017,Metro Corrections,Corrections Deputy            ,87288.5,2
2017,Metro Corrections,Corrections Lieutenant        ,58938.63529,17
2017,Metro Corrections,Corrections Major             ,72841.6,1
2017,Metro Corrections,Corrections Officer           ,39304.52135,356
2017,Metro Corrections,Corrections Sergeant          ,50612.54545,44
2017,Metro Corrections,Corrections Support Coordinato,46779.2,1
2017,Metro Corrections,Corrections Support Technician,40407.46667,3
2017,Metro Corrections,Corrections Supvsr I          ,44622.93333,9
2017,Metro Corrections,Corrections Supvsr II         ,50440,2
2017,Metro Corrections,Corrections Technician        ,24876.8,5
2017,Metro Corrections,Corrections Training Spec U310,36878.4,1
2017,Metro Corrections,Criminal Justice Supvsr       ,52728,1
2017,Metro Corrections,Data Systems Analyst U310     ,47455.2,2
2017,Metro Corrections,Executive Assistant           ,33009.6,1
2017,Metro Corrections,Info Systems Supvsr           ,59467.2,1
2017,Metro Corrections,Inmate Grievance Counselr U310,34819.2,1
2017,Metro Corrections,Inventory Control Spec U310   ,40435.2,2
2017,Metro Corrections,Management Assistant U310     ,42702.4,1
2017,Metro Corrections,Offender Services Manager     ,54100.8,1
2017,Metro Corrections,Payroll Specialist            ,32656,1
2017,Metro Corrections,Personnel Specialist          ,33945.6,1
2017,Metro Corrections,Personnel Supvsr              ,64480,1
2017,Metro Corrections,Prisoner Class Interviewer    ,41270.28148,27
2017,Metro Corrections,Research Specialist U310      ,39145.6,1
2017,Metro Corrections,Secretary A/U U310            ,37668.8,1
2017,Metro Corrections,Senior Corrections Technician ,38221.57576,33
2017,Metro Corrections,Senior Social Worker U310     ,47725.6,2
2017,Metro Corrections,Substance Abuse Program Coord ,53092,2
2017,Metro Corrections,Video Records Specialist      ,37356.8,1
2008,Metro Council,Administrative Asst - S3      ,36712,4
2008,Metro Council,Administrative Clerk-S2       ,21474.96,5
2008,Metro Council,Administrative Specialist - S3,35623.46667,3
2008,Metro Council,Business Manager              ,64729.6,1
2008,Metro Council,Business Specialist - S3      ,43846.4,1
2008,Metro Council,Caucus Director               ,69066.4,2
2008,Metro Council,Director of Communications    ,51812.8,2
2008,Metro Council,Director of Metro Council Svcs,77604.8,1
2008,Metro Council,Financial Advisor             ,69203.68,1
2008,Metro Council,Legislative Aide              ,50986.69333,15
2008,Metro Council,Legislative Assistant         ,52096.57143,14
2008,Metro Council,Metro Council Asst Clerk      ,40612,4
2008,Metro Council,Metro Council Clerk           ,67683.2,1
2008,Metro Council,Metro Council Member          ,42475.16,26
2008,Metro Council,Staff Helper/Internal         ,12309.81818,22
2009,Metro Council,Administrative Asst - S3      ,34647.6,4
2009,Metro Council,Administrative Clerk-S2       ,21811.77143,7
2009,Metro Council,Administrative Specialist - S3,20800,1
2009,Metro Council,Business Manager              ,64729.6,1
2009,Metro Council,Business Specialist - S3      ,46030.4,1
2009,Metro Council,Caucus Director               ,69066.4,2
2009,Metro Council,Director of Communications    ,51812.8,2
2009,Metro Council,Financial Advisor             ,69203.68,1
2009,Metro Council,Info Systems Coordinator      ,42016,1
2009,Metro Council,Legislative Aide              ,51338.7875,16
2009,Metro Council,Legislative Assistant         ,48512.1,16
2009,Metro Council,Metro Council Asst Clerk      ,41475.2,3
2009,Metro Council,Metro Council Clerk           ,67683.2,1
2009,Metro Council,Metro Council Member          ,42475.16,28
2009,Metro Council,Staff Helper/Internal         ,13543.92,25
2010,Metro Council,Administrative Asst - S3      ,37911.46667,3
2010,Metro Council,Administrative Clerk-S2       ,17237.56667,6
2010,Metro Council,Administrative Specialist - S3,46404.8,1
2010,Metro Council,Business Manager              ,66019.2,1
2010,Metro Council,Business Specialist - S3      ,46945.6,1
2010,Metro Council,Caucus Director               ,69936.53333,3
2010,Metro Council,Director of Communications    ,55910.4,2
2010,Metro Council,Financial Advisor             ,72698.08,1
2010,Metro Council,Info Systems Coordinator      ,42848,1
2010,Metro Council,Legislative Aide              ,51561.05882,17
2010,Metro Council,Legislative Assistant         ,49586.28235,17
2010,Metro Council,Metro Council Asst Clerk      ,42300.26667,3
2010,Metro Council,Metro Council Clerk           ,69035.2,1
2010,Metro Council,Metro Council Member          ,42475.16,28
2010,Metro Council,Metro Council Staff Helper    ,15930.02667,15
2010,Metro Council,Staff Helper/Internal         ,15045.33333,6
2011,Metro Council,Administrative Asst - S3      ,37911.46667,3
2011,Metro Council,Administrative Clerk-S2       ,23193.2,13
2011,Metro Council,Administrative Specialist - S3,49410.4,2
2011,Metro Council,Business Manager              ,66019.2,1
2011,Metro Council,Business Specialist - S3      ,46945.6,1
2011,Metro Council,Caucus Director               ,70990.4,2
2011,Metro Council,Director of Communications    ,55910.4,2
2011,Metro Council,Financial Advisor             ,72698.08,1
2011,Metro Council,Info Systems Coordinator      ,44990.4,1
2011,Metro Council,Legislative Aide              ,49557.04,15
2011,Metro Council,Legislative Assistant         ,54639,16
2011,Metro Council,Metro Council Asst Clerk      ,42300.26667,3
2011,Metro Council,Metro Council Clerk           ,76980.8,1
2011,Metro Council,Metro Council Deputy Clerk    ,53664,1
2011,Metro Council,Metro Council Member          ,42475.16,29
2011,Metro Council,Metro Council Staff Helper    ,15921.30526,19
2011,Metro Council,Staff Helper/Internal         ,9706.666667,3
2012,Metro Council,Administrative Asst - S3      ,40012.26667,3
2012,Metro Council,Administrative Clerk-S2       ,24316.61818,11
2012,Metro Council,Administrative Specialist - S3,38202.66667,3
2012,Metro Council,Business Manager              ,68016,1
2012,Metro Council,Business Specialist - S3      ,50273.6,1
2012,Metro Council,Caucus Director               ,72415.2,2
2012,Metro Council,Director of Communications    ,57033.6,2
2012,Metro Council,Financial Advisor             ,74154.08,1
2012,Metro Council,Info Systems Coordinator      ,48172.8,1
2012,Metro Council,Legislative Aide              ,51024.13333,15
2012,Metro Council,Legislative Assistant         ,54165.51111,18
2012,Metro Council,Metro Council Asst Clerk      ,43513.6,2
2012,Metro Council,Metro Council Clerk           ,82451.2,1
2012,Metro Council,Metro Council Deputy Clerk    ,57491.2,1
2012,Metro Council,Metro Council Member          ,43290.66,26
2012,Metro Council,Metro Council Staff Helper    ,14423.06667,18
2013,Metro Council,Administrative Asst - S3      ,40809.6,3
2013,Metro Council,Administrative Clerk-S2       ,25944.53333,9
2013,Metro Council,Administrative Specialist - S3,54516.8,1
2013,Metro Council,Business Manager              ,69368,1
2013,Metro Council,Business Specialist - S3      ,53040,1
2013,Metro Council,Caucus Director               ,78728,1
2013,Metro Council,Director of Communications    ,58437.6,2
2013,Metro Council,Financial Advisor             ,75639.2,1
2013,Metro Council,Info Systems Coordinator      ,49129.6,1
2013,Metro Council,Legislative Aide              ,53071.89333,15
2013,Metro Council,Legislative Assistant         ,56083.22353,17
2013,Metro Council,Majority Caucus Director      ,69992,1
2013,Metro Council,Metro Council Asst Clerk      ,42702.4,3
2013,Metro Council,Metro Council Clerk           ,75909.6,2
2013,Metro Council,Metro Council Member          ,44127.72,28
2013,Metro Council,Metro Council Staff Helper    ,12734.12706,17
2014,Metro Council,Administrative Asst - S3      ,41620.8,3
2014,Metro Council,Administrative Clerk-S2       ,27331.2,7
2014,Metro Council,Administrative Specialist - S3,55598.4,1
2014,Metro Council,Business Manager              ,70761.6,1
2014,Metro Council,Business Specialist - S3      ,54100.8,1
2014,Metro Council,Caucus Director               ,80308.8,1
2014,Metro Council,Director of Communications    ,59612.8,2
2014,Metro Council,Financial Advisor             ,77153.44,1
2014,Metro Council,Info Systems Coordinator      ,50107.2,1
2014,Metro Council,Legislative Aide              ,53726.4,14
2014,Metro Council,Legislative Assistant         ,57232.24,15
2014,Metro Council,Majority Caucus Director      ,71385.6,1
2014,Metro Council,Metro Council Asst Clerk      ,44657.6,3
2014,Metro Council,Metro Council Clerk           ,70761.6,1
2014,Metro Council,Metro Council Member          ,45074.12,26
2014,Metro Council,Metro Council Staff Helper    ,12228.86476,21
2015,Metro Council,Administrative Asst - S3      ,44234.66667,3
2015,Metro Council,Administrative Clerk-S2       ,29626.62857,7
2015,Metro Council,Administrative Specialist - S3,58968,1
2015,Metro Council,Business Manager              ,72176,1
2015,Metro Council,Business Specialist - S3      ,57948.8,1
2015,Metro Council,Caucus Director               ,86008,1
2015,Metro Council,Director of Communications    ,58864,1
2015,Metro Council,Financial Advisor             ,82628,1
2015,Metro Council,Info Systems Coordinator      ,51105.6,1
2015,Metro Council,Legislative Aide              ,55726.4,13
2015,Metro Council,Legislative Assistant         ,58571.31429,14
2015,Metro Council,Majority Caucus Comm Director ,65561.6,1
2015,Metro Council,Majority Caucus Director      ,70012.8,1
2015,Metro Council,Metro Council Asst Clerk      ,42551.6,4
2015,Metro Council,Metro Council Clerk           ,72176,1
2015,Metro Council,Metro Council Member          ,45835.79,32
2015,Metro Council,Metro Council Staff Helper    ,13807.56,16
2016,Metro Council,Administrative Asst - S3      ,45115.2,3
2016,Metro Council,Administrative Clerk-S2       ,29282.76,5
2016,Metro Council,Administrative Specialist - S3,60153.6,1
2016,Metro Council,Business Manager              ,78041.6,1
2016,Metro Council,Business Specialist - S3      ,59113.6,1
2016,Metro Council,Caucus Director               ,87734.4,1
2016,Metro Council,Deputy Clerk to Metro Council ,55244.8,1
2016,Metro Council,Financial Advisor             ,84287.84,1
2016,Metro Council,Legislative Aide              ,60297.46667,12
2016,Metro Council,Legislative Assistant         ,61246.9,16
2016,Metro Council,Majority Caucus Comm Director ,66872,1
2016,Metro Council,Majority Caucus Director      ,71406.4,1
2016,Metro Council,Metro Council Asst Clerk      ,45957.6,2
2016,Metro Council,Metro Council Clerk           ,78041.6,1
2016,Metro Council,Metro Council Member          ,46894.12,26
2016,Metro Council,Metro Council Staff Helper    ,12284.974,20
2017,Metro Council,Administrative Asst - S3      ,45115.2,3
2017,Metro Council,Administrative Clerk-S2       ,34246.33333,3
2017,Metro Council,Administrative Specialist - S3,60153.6,1
2017,Metro Council,Business Manager              ,78041.6,1
2017,Metro Council,Business Specialist - S3      ,59113.6,1
2017,Metro Council,Caucus Director               ,87734.4,1
2017,Metro Council,Deputy Clerk to Metro Council ,55244.8,1
2017,Metro Council,Financial Advisor             ,84287.84,1
2017,Metro Council,Legislative Aide              ,60297.30909,11
2017,Metro Council,Legislative Assistant         ,61285.36471,17
2017,Metro Council,Majority Caucus Comm Director ,68868.8,1
2017,Metro Council,Majority Caucus Director      ,72820.8,1
2017,Metro Council,Metro Council Asst Clerk      ,45957.6,2
2017,Metro Council,Metro Council Clerk           ,78041.6,1
2017,Metro Council,Metro Council Member          ,46894.12,29
2017,Metro Council,Metro Council Staff Helper    ,14446.40364,11
2008,Neighborhoods,Administrative Asst           ,30789.2,4
2008,Neighborhoods,Administrative Asst - S3      ,22626.24,1
2008,Neighborhoods,Administrative Clerk          ,24627.2,1
2008,Neighborhoods,Administrative Coordinator    ,39540.8,1
2008,Neighborhoods,Assistant Director            ,76695.66667,3
2008,Neighborhoods,Business Clerk                ,23805.6,2
2008,Neighborhoods,Business Manager I            ,47153.6,1
2008,Neighborhoods,Business Specialist           ,32572.8,2
2008,Neighborhoods,Community Outreach Coord      ,42772.6,8
2008,Neighborhoods,Community Outreach Spec       ,32739.2,1
2008,Neighborhoods,Community Outreach Supvsr     ,54475.2,2
2008,Neighborhoods,Development Manager           ,71739.2,1
2008,Neighborhoods,Development Supvsr            ,48297.6,1
2008,Neighborhoods,Director                      ,105570.4,1
2008,Neighborhoods,Events Coordinator            ,42099.2,1
2008,Neighborhoods,Events Supvsr                 ,56846.4,2
2008,Neighborhoods,Info and Referral Manager     ,71011.2,1
2008,Neighborhoods,Info and Referral Specialist  ,29068,18
2008,Neighborhoods,Info and Referral Supvsr      ,35068.8,1
2008,Neighborhoods,International Prog Spec       ,38230.4,3
2008,Neighborhoods,Landscape Worker              ,24627.2,1
2008,Neighborhoods,Landscaping Supvsr I          ,45801.6,1
2008,Neighborhoods,Public Information Specialist ,50544,1
2008,Neighborhoods,Social Service Prog Asst      ,11575.2,1
2008,Neighborhoods,Special Assistant - PT        ,65558.48,1
2008,Neighborhoods,Volunteer Coordinator         ,28558.4,1
2008,Neighborhoods,Youth Services Coordinator I  ,25808.64,5
2008,Neighborhoods,Youth Services Coordinator II ,41925.86667,3
2008,Neighborhoods,Youth Services Manager        ,60195.2,1
2008,Neighborhoods,Youth Services Specialist     ,15371.2,1
2008,Neighborhoods,Youth Services Supervisor     ,39291.2,1
2008,Neighborhoods,Youth Worker-Intern           ,5792.473054,167
2009,Neighborhoods,Administrative Asst           ,31938.4,2
2009,Neighborhoods,Administrative Asst - S3      ,22626.24,1
2009,Neighborhoods,Administrative Coordinator    ,39540.8,1
2009,Neighborhoods,Assistant Director            ,73590.4,1
2009,Neighborhoods,Business Manager I            ,47153.6,1
2009,Neighborhoods,Business Specialist           ,32572.8,1
2009,Neighborhoods,Community Outreach Coord      ,42902.08,5
2009,Neighborhoods,Community Outreach Supvsr     ,52769.6,1
2009,Neighborhoods,Development Manager           ,71739.2,1
2009,Neighborhoods,Development Supvsr            ,48297.6,1
2009,Neighborhoods,Director                      ,101834.2,1
2009,Neighborhoods,Events Coordinator            ,42099.2,1
2009,Neighborhoods,Events Supvsr                 ,50741.6,2
2009,Neighborhoods,Executive Administrator       ,74432.8,1
2009,Neighborhoods,Info and Referral Manager     ,55016,1
2009,Neighborhoods,Info and Referral Specialist  ,28243.42857,14
2009,Neighborhoods,Info and Referral Supvsr      ,35068.8,1
2009,Neighborhoods,International Prog Spec       ,45780.8,1
2009,Neighborhoods,Landscape Worker              ,22880,1
2009,Neighborhoods,Landscaping Supvsr I          ,45801.6,1
2009,Neighborhoods,Special Assistant - PT        ,65558.48,1
2009,Neighborhoods,Volunteer Coordinator         ,28558.4,1
2009,Neighborhoods,Youth Services Coordinator II ,40164.8,3
2009,Neighborhoods,Youth Services Supervisor     ,55016,1
2010,Neighborhoods,Business Specialist           ,32572.8,1
2010,Neighborhoods,Special Assistant - PT        ,65558.48,1
2013,Office of Performance Improvmt,Chief of Perf Imprvmt & Tech  ,117566.8,1
2013,Office of Performance Improvmt,Intern                        ,36940.8,1
2013,Office of Performance Improvmt,Org Performance Analyst       ,42390.4,2
2013,Office of Performance Improvmt,Org Performance Coordinator   ,82243.2,1
2013,Office of Performance Improvmt,Performance Improvement Coord ,68348.8,1
2014,Office of Performance Improvmt,Chief of Perf Imprvmt & Tech  ,119917.2,1
2014,Office of Performance Improvmt,Intern                        ,25194,4
2014,Office of Performance Improvmt,Org Performance Analyst       ,41142.4,2
2014,Office of Performance Improvmt,Org Performance Coordinator   ,92276.6,1
2014,Office of Performance Improvmt,Performance Improvement Coord ,76502.4,1
2014,Office of Performance Improvmt,Performance Improvement Mgr   ,76502.4,1
2014,Office of Performance Improvmt,Senior Org Performance Analyst,60008,1
2015,Office of Performance Improvmt,Chief of Perf Imprvmt & Tech  ,122314.4,1
2015,Office of Performance Improvmt,Director                      ,94122.6,1
2015,Office of Performance Improvmt,Innovation Fellow             ,60008,2
2015,Office of Performance Improvmt,OPI Performance Coach         ,41974.4,1
2015,Office of Performance Improvmt,Performance Improvement Coord ,78031.2,1
2015,Office of Performance Improvmt,Performance Improvement Mgr   ,81933.8,1
2015,Office of Performance Improvmt,Senior OPI Performance Coach  ,51209.6,2
2015,Office of Performance Improvmt,Senior Org Performance Analyst,61214.4,1
2016,Office of Performance Improvmt,Administrative Asst - S3      ,50003.2,1
2016,Office of Performance Improvmt,Chief of Perf Imprvmt & Tech  ,124761,2
2016,Office of Performance Improvmt,Database Admin II             ,83574.4,1
2016,Office of Performance Improvmt,Director                      ,83569.2,1
2016,Office of Performance Improvmt,Innovation Fellow             ,61214.4,2
2016,Office of Performance Improvmt,Intern                        ,19510.4,3
2016,Office of Performance Improvmt,OPI Performance Coach         ,41974.4,1
2016,Office of Performance Improvmt,Performance Improvement Coord ,83569.2,1
2016,Office of Performance Improvmt,Performance Improvement Mgr   ,83571.8,1
2016,Office of Performance Improvmt,Senior OPI Performance Coach  ,53289.6,3
2016,Office of Performance Improvmt,Senior Org Performance Analyst,62441.6,1
2017,Office of Performance Improvmt,Administrative Asst - S3      ,50003.2,1
2017,Office of Performance Improvmt,Chief of Perf Imprvmt & Tech  ,124761,2
2017,Office of Performance Improvmt,Database Admin II             ,83574.4,1
2017,Office of Performance Improvmt,Director                      ,83569.2,1
2017,Office of Performance Improvmt,Innovation Fellow             ,61214.4,2
2017,Office of Performance Improvmt,OPI Performance Coach         ,48006.4,2
2017,Office of Performance Improvmt,Performance Improvement Coord ,83569.2,1
2017,Office of Performance Improvmt,Performance Improvement Mgr   ,83571.8,1
2017,Office of Performance Improvmt,Senior OPI Performance Coach  ,54329.6,2
2017,Office of Performance Improvmt,Senior Org Performance Analyst,62441.6,1
2011,OMB - Billing Services        ,Accounting Clerk - E/U        ,35308,6
2011,OMB - Billing Services        ,Billing Clerk III - E/U       ,38105.6,1
2011,OMB - Billing Services        ,Business Technician           ,26083.2,1
2011,OMB - Billing Services        ,Clerk Typist II U317          ,30416.53333,3
2011,OMB - Billing Services        ,Fee Collection Supervisor     ,45219.2,1
2011,OMB - Billing Services        ,Management Assistant U317     ,44137.6,1
2011,OMB - Billing Services        ,Secretary A/U U317            ,41059.2,1
2012,OMB - Billing Services        ,Accounting Clerk - E/U        ,36940.8,6
2012,OMB - Billing Services        ,Billing Clerk III - E/U       ,39270.4,1
2012,OMB - Billing Services        ,Business Technician           ,26603.2,1
2012,OMB - Billing Services        ,Clerk Typist II U317          ,29217.06667,3
2012,OMB - Billing Services        ,Fee Collection Supervisor     ,46571.2,1
2012,OMB - Billing Services        ,Management Assistant U317     ,44137.6,1
2012,OMB - Billing Services        ,OMB Manager                   ,57324.8,1
2012,OMB - Billing Services        ,Secretary A/U U317            ,36316.8,2
2013,OMB - Billing Services        ,Accounting Clerk - E/U        ,37190.4,5
2013,OMB - Billing Services        ,Billing Clerk III - E/U       ,39665.6,2
2013,OMB - Billing Services        ,Business Technician           ,27144,1
2013,OMB - Billing Services        ,Clerk Typist II U317          ,24349.86667,3
2013,OMB - Billing Services        ,Fee Collection Supervisor     ,47028.8,1
2013,OMB - Billing Services        ,Management Assistant U317     ,44137.6,1
2013,OMB - Billing Services        ,OMB Manager                   ,58468.8,1
2013,OMB - Billing Services        ,Secretary A/U U317            ,31574.4,1
2014,OMB - Billing Services        ,Accounting Clerk - E/U        ,36812.53333,6
2014,OMB - Billing Services        ,Billing Clerk III - E/U       ,40060.8,1
2014,OMB - Billing Services        ,Business Technician           ,27144,1
2014,OMB - Billing Services        ,Clerk Typist II U317          ,25334.4,3
2014,OMB - Billing Services        ,Fee Collection Supervisor     ,47507.2,1
2014,OMB - Billing Services        ,Management Assistant U317     ,45011.2,1
2014,OMB - Billing Services        ,OMB Manager                   ,59633.6,1
2014,OMB - Billing Services        ,Secretary A/U U317            ,33508.8,1
2015,OMB - Billing Services        ,Accounting Clerk - E/U        ,36524.8,7
2015,OMB - Billing Services        ,Billing Clerk III - E/U       ,40060.8,1
2015,OMB - Billing Services        ,Business Technician           ,28496,1
2015,OMB - Billing Services        ,Clerk Typist II U317          ,25590.93333,3
2015,OMB - Billing Services        ,Fee Collection Supervisor     ,47507.2,1
2015,OMB - Billing Services        ,OMB Financial Manager         ,72238.4,1
2015,OMB - Billing Services        ,Secretary A/U U317            ,34174.4,1
2016,OMB - Billing Services        ,Clerk Typist II U317          ,25708.8,1
2008,Other Officials ,Constable                     ,1300,2
2008,Other Officials ,Deputy Director of Lib Svcs   ,61425,1
2008,Other Officials ,Executive Director of Lib Svcs,78487.5,1
2008,Other Officials ,Technical Services Librarian  ,47794.5,1
2009,Other Officials ,Constable                     ,1300,2
2009,Other Officials ,Deputy Director of Lib Svcs   ,61425,1
2009,Other Officials ,Executive Director of Lib Svcs,78487.5,1
2009,Other Officials ,Technical Services Librarian  ,47794.5,1
2010,Other Officials ,Constable                     ,1300,2
2010,Other Officials ,Deputy Director of Lib Svcs   ,65110.5,1
2010,Other Officials ,Ex Officio Librarian-Law Libr ,1300,1
2010,Other Officials ,Executive Director of Lib Svcs,83206.5,1
2010,Other Officials ,Technical Services Librarian  ,50661,1
2011,Other Officials ,Constable                     ,1300,2
2011,Other Officials ,Deputy Director of Lib Svcs   ,65110.5,1
2011,Other Officials ,Ex Officio Librarian-Law Libr ,1300,1
2011,Other Officials ,Executive Director of Lib Svcs,83206.5,1
2011,Other Officials ,Technical Services Librarian  ,50661,1
