Year,Department,JobTitle,RegularRate,OvertimeRate,IncentiveAllowance,Other
2013,Other Officials ,Deputy Director of Lib Svcs   ,69655.5,0,0,0
2013,Other Officials ,Ex Officio Librarian-Law Libr ,0,0,0,1200
2013,Other Officials ,Executive Director of Lib Svcs,84864,0,0,0
2013,Other Officials ,Technical Services Librarian  ,54208.65,0,0,0
2013,Parking Authority of River Cty,Administrative Asst           ,31146.42,0,0,0
2013,Parking Authority of River Cty,Administrative Clerk          ,25633.3,2.353333333,0,0
2013,Parking Authority of River Cty,Assistant Director            ,80702.98,0,0,807.925
2013,Parking Authority of River Cty,Business Accountant I         ,37716.8,26.94,0,732.8
2013,Parking Authority of River Cty,Business Accountant II        ,40191.2,0,0,0
2013,Parking Authority of River Cty,Business Administrator        ,60588.01,0,0,0
2013,Parking Authority of River Cty,Business Specialist           ,29693.74,0,0,0
2013,Parking Authority of River Cty,Director                      ,104690.7,0,0,2034
2013,Parking Authority of River Cty,Parking Enforcement Officer I ,29172.86,8229.83,616.3,665.63
2013,Parking Authority of River Cty,Parking Facilities Coord      ,49975.72667,0,0,311.4666667
2013,Parking Authority of River Cty,Parking Facilities Inspector  ,45524.4,807.11,0,884.4
2013,Parking Authority of River Cty,Parking Facilities Supv I     ,39920.87,0,0,0
2013,Parking Authority of River Cty,Parking Facilities Supv II    ,63758.16,0,0,1238.8
2013,Parking Authority of River Cty,Parking Meter Attendant       ,35104.44167,1372.435,373.3666667,165.445
2013,Parking Authority of River Cty,Parking Meter Data Collector  ,5004,112.59,0,0
2013,Parks & Recreation,Administrative Asst           ,23498.76,217.415,0,696.5333333
2013,Parks & Recreation,Administrative Clerk          ,26295.48,4.41,0,0
2013,Parks & Recreation,Administrative Coordinator    ,36352.39,134.54,0,0
2013,Parks & Recreation,Administrative Supvsr I       ,35802.32,151.56,0,0
2013,Parks & Recreation,Aquatics Manager              ,48082.55,0,0,0
2013,Parks & Recreation,Aquatics Supvsr               ,29712.02,1632.63,0,0
2013,Parks & Recreation,Arborist                      ,44472.76,0,0,0
2013,Parks & Recreation,Assistant Director            ,73263.77333,0,0,991.5266667
2013,Parks & Recreation,Board Member                  ,34700,0,0,0
2013,Parks & Recreation,Business Clerk                ,5720,66,0,0
2013,Parks & Recreation,Carpenter P/U                 ,33643.226,326.454,0,965.528
2013,Parks & Recreation,Cashier                       ,25053.33,21.94,0,0
2013,Parks & Recreation,Clerk                         ,24482.44,31.52,0,0
2013,Parks & Recreation,Community Forestry Assistant  ,6053.6,0,0,0
2013,Parks & Recreation,Community Outreach Coord      ,48114.89,2682.13,0,0
2013,Parks & Recreation,Community Outreach Supvsr     ,52919.38,0,0,826.24
2013,Parks & Recreation,Director                      ,115327.15,0,0,2240.65
2013,Parks & Recreation,Electrician II P/U            ,42780.5,1205.925,0,0
2013,Parks & Recreation,Engineer II                   ,23779.18,0,0,0
2013,Parks & Recreation,Events Coordinator            ,42017.96,0,0,328.4666667
2013,Parks & Recreation,Events Supvsr                 ,57074.4,0,0,1108.8
2013,Parks & Recreation,Executive Administrator       ,43291.8725,0,0,377.6
2013,Parks & Recreation,Forester I                    ,34408.27333,113.8833333,0,86.66666667
2013,Parks & Recreation,Forestry Manager              ,42000,0,0,0
2013,Parks & Recreation,Forestry Supvsr I             ,27077.86667,237.8633333,0,126.6666667
2013,Parks & Recreation,Forestry Supvsr II            ,36631.2,0,0,0
2013,Parks & Recreation,Golf  Maint Worker II         ,29265.33286,252.6235714,0,858.4178571
2013,Parks & Recreation,Golf Maintenance Worker III   ,34923.25,483.56,0,17
2013,Parks & Recreation,Golf Operations Supvsr I      ,26530.20429,273.1871429,0,91.42857143
2013,Parks & Recreation,Golf Operations Supvsr II     ,38943.20333,383.55,0,534.9333333
2013,Parks & Recreation,Graphic Specialist            ,37716.8,22.47,0,0
2013,Parks & Recreation,Health and Safety Specialist  ,17810.885,267.52,0,3477.13
2013,Parks & Recreation,Historic Riverside Assistant  ,32266.08,1473.62,0,0
2013,Parks & Recreation,Historic Riverside Site Supv  ,36209.23,813.44,0,0
2013,Parks & Recreation,Historic Site Supvsr          ,47374.84,0,0,552.24
2013,Parks & Recreation,Horticultural Park Wrkr I     ,26310.40625,37.69,0,65.25375
2013,Parks & Recreation,Info Systems Technician       ,28933.24,202.53,0,0
2013,Parks & Recreation,Inventory Supvsr              ,37679.13,27.1,0,0
2013,Parks & Recreation,Landscape Architect           ,65639.85,0,0,0
2013,Parks & Recreation,Landscaping Supvsr I          ,36542,37.46,0,0
2013,Parks & Recreation,Landscaping Supvsr II         ,43041.65,0,0,836.4
2013,Parks & Recreation,Lifeguard                     ,18819.4325,455.3875,0,146.6025
2013,Parks & Recreation,"Lifeguard, Senior             ",5354.96,5.28,0,780.13
2013,Parks & Recreation,Maintenance Trades Asst       ,33435.532,2953.792,0,119.118
2013,Parks & Recreation,Marketing Coordinator         ,36538.5,0,0,0
2013,Parks & Recreation,Marketing Manager             ,61596.4,0,0,0
2013,Parks & Recreation,Mechanic II P/U               ,37987.79,289.3725,0,0
2013,Parks & Recreation,Naturalist                    ,36599.99333,407.42,0,0
2013,Parks & Recreation,Park Aide                     ,3891.984545,40.63072727,0,0
2013,Parks & Recreation,Park Worker I                 ,23141.82273,1649.666364,0,22.21727273
2013,Parks & Recreation,Park Worker II                ,30499.93,1604.135522,2.23880597,156.2086567
2013,Parks & Recreation,Park Worker II-CDL            ,28274.06786,1292.572143,0,0
2013,Parks & Recreation,Park Worker III-CDL           ,38157.605,196.72,0,0
2013,Parks & Recreation,Parks Administrator           ,54912.4225,0,0,0
2013,Parks & Recreation,Parks Construction Supervisor ,44100,963.9,0,0
2013,Parks & Recreation,Parks Coordinator             ,21527.3,0,0,2745.08
2013,Parks & Recreation,Parks Manager                 ,37334.1125,0,0,1820.2
2013,Parks & Recreation,Parks Manager/Architect       ,52466.64,0,0,0
2013,Parks & Recreation,Parks Planning Supervisor     ,69142.97,0,0,0
2013,Parks & Recreation,Parks Supvsr I                ,28892.615,2038.05875,0,2
2013,Parks & Recreation,Parks Supvsr I - CDL          ,31386.3175,1522.035,0,0
2013,Parks & Recreation,Parks Supvsr II               ,34843.44286,93.13642857,0,606.93
2013,Parks & Recreation,Payroll Specialist            ,26852.87,5.16,0,0
2013,Parks & Recreation,Personnel Supvsr              ,66986.85,0,0,1302
2013,Parks & Recreation,Plumber P/U                   ,35820.43,290.2,0,0
2013,Parks & Recreation,Pool Technician               ,27572.61,1605.015,0,0
2013,Parks & Recreation,Public Education Coordinator  ,36542.06,0,0,0
2013,Parks & Recreation,Public Education Supvsr       ,15544.78,0,0,0
2013,Parks & Recreation,Public Information Supvsr     ,49302.27,0,0,0
2013,Parks & Recreation,Recreation Administrator      ,63888.43,0,0,1242.4
2013,Parks & Recreation,Recreation Aide               ,2653.518519,18.59555556,0,0
2013,Parks & Recreation,Recreation Assistant P/U      ,30017.99944,274.2622222,38.94444444,71.24444444
2013,Parks & Recreation,Recreation Coordinator        ,33105.61,1135.96,0,0
2013,Parks & Recreation,Recreation Instructor         ,2689.862667,9.647666667,0,0
2013,Parks & Recreation,Recreation Leader P/U         ,36141.13889,1017.344444,124.1111111,0
2013,Parks & Recreation,Recreation Manager            ,32028.29333,0,0,1001.4
2013,Parks & Recreation,Recreation Supvsr             ,34731.04444,0,0,191.6888889
2013,Parks & Recreation,Recreation Worker  P/U        ,23823.05,12.04,0,0
2013,Parks & Recreation,Recreation Worker P/T-P/U     ,8404.7225,22.32,6.25,269.9475
2013,Parks & Recreation,Secretary                     ,21876.47667,93.69333333,0,0
2013,Parks & Recreation,Security Supvsr               ,22383.99,0,0,1327.16
2013,Parks & Recreation,Senior Golf Operations Supv   ,36872.96333,364.4916667,0,437.61
2013,Parks & Recreation,Staff Assistant               ,7280.2308,0,0,26.1468
2013,Parks & Recreation,Staff Helper/External         ,4552.0675,0,0,0
2013,Parks & Recreation,Systems Analyst               ,40335.54,1094.22,0,0
2013,Parks & Recreation,Turf Manager I                ,45399.63,0,0,0
2013,Parks & Recreation,Volunteer Coordinator         ,29712.02,63.79,0,0
2013,Parks & Recreation,Welder P/U                    ,36732.81,403.98,0,0
2013,Planning and Design Services,Architectural Projects Coord  ,60826.92,0,0,0
2013,Planning and Design Services,Assistant Director            ,69238.82,0,0,1519.25
2013,Planning and Design Services,Associate Planner U315        ,43176.36667,-5.636666667,400.9133333,0
2013,Planning and Design Services,Board Member                  ,1078.571429,0,0,3.571428571
2013,Planning and Design Services,Director                      ,58026.405,0,0,1390.79
2013,Planning and Design Services,Executive Assistant           ,54932.84,0,0,426.88
2013,Planning and Design Services,Historic Preservation Officer ,48483.79,0,0,0
2013,Planning and Design Services,Historic Preservation Spec    ,33793.2,0,0,0
2013,Planning and Design Services,Landscape Architect           ,45399.62,0,0,0
2013,Planning and Design Services,Management Assistant U315     ,33462.824,14.574,424.516,0
2013,Planning and Design Services,Planner I                     ,27167.23667,23.72666667,0,199.23
2013,Planning and Design Services,Planner II                    ,43613.59333,60.64166667,0,138.4666667
2013,Planning and Design Services,Planning & Design Coord       ,47354.03,0,0,0
2013,Planning and Design Services,Planning & Design Supvsr      ,53921.26,0,0,256.5
2013,Planning and Design Services,Planning Technician U315      ,16938.34,-8.59,0,3.833333333
2013,Planning and Design Services,Public Information Specialist ,17687.34,6.525,0,3423.46
2013,Public Health & Wellness,Administrative Asst           ,26796.65333,8.333333333,0,0
2013,Public Health & Wellness,Administrative Coordinator    ,43078.40333,621.4866667,0,0
2013,Public Health & Wellness,Administrative Specialist     ,22987.06333,4.893333333,0,0
2013,Public Health & Wellness,Assistant Director            ,72229.95,0,0,714.25
2013,Public Health & Wellness,Clerk Typist II U317          ,38233.41,13.79,1540.16,0
2013,Public Health & Wellness,Comm Hlth Nurse Speclst - BX  ,8393.82,86.025,0,0
2013,Public Health & Wellness,Comm Hlth Services Clerk - BX ,19719.51,2.07,0,0
2013,Public Health & Wellness,Comm Hlth Soc Svc Asst I U317 ,24668.46,792.38,0,80
2013,Public Health & Wellness,Comm Hlth Soc Svc Asst II U317,27232.976,7.757,102.645,14.652
2013,Public Health & Wellness,Comm Hlth Svcs Clk Mobile U317,16282.855,240.14,0,89.465
2013,Public Health & Wellness,Community Health Admin        ,60612.226,0,0,276.688
2013,Public Health & Wellness,Community Health Manager      ,50691.2,0,0,0
2013,Public Health & Wellness,Community Health Nurse Supvsr ,33193.4325,0,0,1139.6925
2013,Public Health & Wellness,Community Health Specialist   ,37366.13667,149.3516667,0,107.6833333
2013,Public Health & Wellness,Community Health Supvsr       ,29148.02125,0,0,1809.0025
2013,Public Health & Wellness,Community Health Svcs Clk U317,27693.54885,13.04423077,367.2388462,114.2292308
2013,Public Health & Wellness,Community Hlth Med Asst U317  ,33143.5125,21.1895,344.597,25.425
2013,Public Health & Wellness,Community Hlth Nurse Spec U310,45111.92172,0,340.412069,407.6851724
2013,Public Health & Wellness,Community Hlth Soc Wrkr U317  ,51668.52,1729.49,1511.21,0
2013,Public Health & Wellness,Community Outreach Coord      ,39562.08,850.095,0,0
2013,Public Health & Wellness,Data Systems Analyst U317     ,49524.02,5.31,1064.52,0
2013,Public Health & Wellness,Dentist                       ,24565.98,0,0,360.09
2013,Public Health & Wellness,Dir of Violence Prevention    ,62851.7,0,0,0
2013,Public Health & Wellness,Environmental Engineer Coord  ,64528.44,0,0,1253.6
2013,Public Health & Wellness,Environmental Health Administr,56741.6,0,0,1102.4
2013,Public Health & Wellness,Environmental Health Mngr     ,50685.755,0,0,393.92
2013,Public Health & Wellness,Environmental Health Spec U317,44610.75724,1079.435517,365.9124138,122.7306897
2013,Public Health & Wellness,Environmental Health Supvsr   ,44800.5125,0,0,0
2013,Public Health & Wellness,Epidemiologist                ,45531.218,0,0,418.864
2013,Public Health & Wellness,Executive Assistant           ,34268.49,75.61,0,0
2013,Public Health & Wellness,Exp Function Dental Asst U317 ,38534.1,34.74,1143.71,0
2013,Public Health & Wellness,Grants Contract Coordinator   ,59642.01,0,0,0
2013,Public Health & Wellness,Health Education Spec I U317  ,38540.97,26.09,1188.71,0
2013,Public Health & Wellness,Health Education Spec II U317 ,40660.18778,121.0466667,412.3477778,105.1277778
2013,Public Health & Wellness,Health Program Analyst        ,36347.48,0.5,0,283.82
2013,Public Health & Wellness,Info Systems Specialist       ,36485.63,104.7,0,0
2013,Public Health & Wellness,Inventory Control Spec U317   ,42619.25,0,1352.58,163.92
2013,Public Health & Wellness,Laboratory Assistant U317     ,24793.6,0,0,0
2013,Public Health & Wellness,Laboratory Tech - Temp Wrk    ,3972,0,0,0
2013,Public Health & Wellness,Laboratory Tech & General Supv,56741.6,0,0,0
2013,Public Health & Wellness,Laboratory Technician U317    ,44138.45,4.77,1618.55,0
2013,Public Health & Wellness,Laboratory Technologist U317  ,24832.55,6.144,0,143.91
2013,Public Health & Wellness,Licensed Practical Nurse U317 ,26217.85667,1423.473333,769.73,46.73
2013,Public Health & Wellness,Management Assistant U317     ,31730.85167,109.185,530.7533333,1141.625
2013,Public Health & Wellness,Medical Director              ,82500.6,0,0,3553.87
2013,Public Health & Wellness,Mosquito Control - Temp Wrk   ,3579.2,9.9,0,0
2013,Public Health & Wellness,Nutrition Manager             ,45475.62,0,0,0
2013,Public Health & Wellness,Nutrition Services Spec U310  ,44319.6,0,0,0
2013,Public Health & Wellness,Nutrition Services Spec U317  ,47475.97,10.81142857,588.3292857,532.7892857
2013,Public Health & Wellness,Nutrition Supvsr              ,33073.785,0,0,388.96
2013,Public Health & Wellness,Nutrition Svcs Educator U317  ,47844.92,0.576666667,651.7733333,0
2013,Public Health & Wellness,Nutrition Svcs Specialist-BX  ,1202.22,0,0,0
2013,Public Health & Wellness,Office Worker                 ,8167.23,0,0,0
2013,Public Health & Wellness,Peer Advisor                  ,6767.9225,0,0,0
2013,Public Health & Wellness,Plan Review-Water & Sewer U317,30326.4,0,0,0
2013,Public Health & Wellness,Project Coordinator           ,37607.39,13.49,0,0
2013,Public Health & Wellness,Public Health Planner         ,35824.8,2.56,0,0
2013,Public Health & Wellness,Public Information Specialist ,43871.2,82.1,0,852.4
2013,Public Health & Wellness,Public Information Supvsr     ,59496.44,0,0,0
2013,Public Health & Wellness,Quality Improvement Coord     ,36783.245,0,0,0
2013,Public Health & Wellness,Radiologic Technician A/U U317,30498.61,731.51,0,0
2013,Public Health & Wellness,Receptionist                  ,22304.59,0,0,0
2013,Public Health & Wellness,Secretary A/U U317            ,32602.32667,10.82333333,601.72,210.4
2013,Public Health & Wellness,Senior Sub Abuse Counslr U310 ,48394.6075,0,365.04,0
2013,Public Health & Wellness,Social Service Prog Coord     ,40721.21,0,0,0
2013,Public Health & Wellness,Social Service Technician U317,29410.57,0,0,0
2013,Public Health & Wellness,Substance Abuse Supvsr        ,47607.33,0,0,0
2013,Public Health & Wellness,Swimming Pool Prog - Temp Wrk ,2649.333333,0,0,0
2013,Public Health & Wellness,Systems Analyst               ,40707.42,0,0,0
2013,Public Health & Wellness,Technology Cabinet Admin      ,79207.65,0,0,0
2013,Public Health & Wellness,Translator U310               ,11050.14,0,0,807.7
2013,Public Health & Wellness,Translator U317               ,26459.83,6.85,0,0
2013,Public Health & Wellness,Vital Statistics Spec U317    ,30888.05,46.78,0,0
2013,Public Works,Administrative Coordinator    ,43341.2,0,0,0
2013,Public Works,Administrative Specialist     ,26013.92545,375.3190909,0,95.58909091
2013,Public Works,Administrative Supvsr II      ,41916.8,0,0,0
2013,Public Works,Arborist                      ,45399.61,0,0,0
2013,Public Works,Assistant Director            ,83508.8,0,0,0
2013,Public Works,Asst Director of PW&A-Fac Mgmt,83415.2,0,0,1620.65
2013,Public Works,Carpenter-TM                  ,44332.482,548.796,586.3,174.24
2013,Public Works,Communications Specialist     ,22240,0,0,807.52
2013,Public Works,Crew Leader PW TM             ,51359.34444,3011.121667,421.9166667,485.5077778
2013,Public Works,Custodian - S1                ,7124.683333,-0.363333333,0,0
2013,Public Works,Director                      ,104568.75,0,0,0
2013,Public Works,District Operations Admin     ,66854.76,0,0,780.48
2013,Public Works,District Operations Manager   ,60692.01,0,0,0
2013,Public Works,Electrical Maintenance Coord  ,56804.01,11626.59,0,0
2013,Public Works,Electrical Maintenance Supv   ,59299.2,28215.5,0,0
2013,Public Works,"EM Electrician A"" Journeyman """,46360.10368,8858.586842,614.4736842,508.0873684
2013,Public Works,EM Foreman                    ,53332.26308,14159.84462,1096.153846,99.61307692
2013,Public Works,EM General Foreman            ,58751.88,17946.82667,1575,12.8
2013,Public Works,EM LJATC Apprentice           ,14241.16333,2601.25,0,0
2013,Public Works,Engineer I                    ,32543.07333,42.27666667,0,198.53
2013,Public Works,Engineer II                   ,53944.04,0,0,0
2013,Public Works,Engineer III                  ,64857.3,0,0,0
2013,Public Works,Engineer Manager              ,57554.19667,0,0,519.21
2013,Public Works,Engineer Supvsr               ,63976.83,0,0,0
2013,Public Works,Engineering Projects Coord    ,80276,0,0,0
2013,Public Works,Engineering Technician I      ,14032.03,0,0,90.33
2013,Public Works,Engineering Technician II     ,47155.58,84.23,0,0
2013,Public Works,Env Health & Safety Coord     ,22448.76,518.83,0,0
2013,Public Works,Environmental Program Spec    ,39920.85,0,0,0
2013,Public Works,Equipment Operator-TM         ,33185.55746,1783.106418,326.0029851,191.2629851
2013,Public Works,Equipment Training Specialist ,33674.615,1559.755,0,356.98
2013,Public Works,Executive Administrator       ,46724.475,0,0,6410.4
2013,Public Works,Facilities Labor Supervisor   ,35364.974,4630.544,0,105.05
2013,Public Works,Facilities Maint. Manager     ,44010.5925,145.935,0,2211.2
2013,Public Works,Facilities Maintenance Supv   ,40087.3175,1580.4525,0,122.84625
2013,Public Works,Facilities Operations Manager ,61085.53,0,0,0
2013,Public Works,Facilities Project Coordinator,48836.98667,292.05,0,0
2013,Public Works,Facilities Project Manager    ,52302.56,0,0,0
2013,Public Works,Fleet Administrator           ,72075.6,0,0,1400.4
2013,Public Works,Fleet Manager                 ,52520.84,0,0,0
2013,Public Works,Fleet Service Worker          ,40130.605,538.065,766.3,36.75
2013,Public Works,Fleet Service Writer          ,29129.61,1373.64,0,0
2013,Public Works,Fleet Supvsr                  ,44866.142,2908.804,0,242.096
2013,Public Works,Geographic Info Syst Analyst  ,35821.39,328.66,0,0
2013,Public Works,Geographic Info Syst Coord    ,44120.81,1424.92,0,0
2013,Public Works,Horticulture Supvsr           ,45399.64,734.46,0,0
2013,Public Works,Horticulture Worker-TM        ,38347.23,760.38,616.3,2119.92
2013,Public Works,HVAC Mechanic-TM              ,38292.016,2421.112,393.04,0
2013,Public Works,Inventory Supvsr              ,32945.23,4129.3,0,0
2013,Public Works,Labor Supervisor              ,50617.48833,4390.768333,0,360.0058333
2013,Public Works,Laborer                       ,7469.318,82.16,0,41.546
2013,Public Works,Laborer-TM                    ,28342.01558,1998.643269,440.2346154,176.4142308
2013,Public Works,Mail Clerk-TM                 ,24977.60667,82.32333333,377.5333333,0
2013,Public Works,Maintenance Electrician-TM    ,48933.82833,3032.388333,607.9666667,0
2013,Public Works,Maintenance Plumber-TM        ,46687.56,2352.694,526.3,0
2013,Public Works,Maintenance Worker-TM         ,36982.67833,1487.946667,525.1166667,21.29611111
2013,Public Works,Management Assistant-TM       ,31178.815,0,516.3,0
2013,Public Works,Mechanic I Truck Tire         ,36117.55333,1019.883333,716.3,0.2
2013,Public Works,Mechanic III-Automotive       ,44885.47875,911.545625,838.71875,236.35375
2013,Public Works,Mechanic III-Heavy Equipment  ,42185.22731,3240.878077,709.3192308,12.36653846
2013,Public Works,Painter                       ,44460.1125,1799.9675,566.3,0
2013,Public Works,Performance Analyst           ,39965.83,0,0,0
2013,Public Works,Performance Coordinator       ,47520.47,0,0,0
2013,Public Works,Personnel Manager             ,52188.06,0,0,0
2013,Public Works,Personnel Specialist          ,36234.63,263.61,0,393.6
2013,Public Works,Procurement Coordinator       ,65516,0,0,1272.8
2013,Public Works,Property & Leasing Coordinator,35250.43,0,0,0
2013,Public Works,Property Acquisition Coord    ,51884,0,0,0
2013,Public Works,Public Works Inspect Mgr      ,48782.01,378.42,0,0
2013,Public Works,Public Works Inspect Supvr    ,56047.415,1515.405,0,0
2013,Public Works,Public Works Inspector I      ,40488.215,350.985,0,0
2013,Public Works,Public Works Inspector II     ,45758.825,339.3375,0,0
2013,Public Works,Road Maintenance Coordinator  ,53181.015,2809.48,0,565.2
2013,Public Works,Safety & Equipment Trg Supr   ,54849.6,0,0,0
2013,Public Works,Safety and Environmental Mgr  ,61804.4,0,0,0
2013,Public Works,Security Guard                ,30594.62333,2025.593333,524.6333333,0
2013,Public Works,Senior Equipment Operator-TM  ,42884.80478,2543.074348,477.2173913,430.6456522
2013,Public Works,Sign Erector-Paint Mach Op I  ,30900.88667,979.0533333,344.2,21.3
2013,Public Works,Sign Erector-Paint Mach Op II ,33713.06,483.3633333,516.3,330.2666667
2013,Public Works,Sign Technician-TM            ,38357.61,1050.773333,410.8666667,0
2013,Public Works,Traffic Engineering Technician,38195.25,27.83,0,0
2013,Public Works,Vehicle Coordinator           ,45399.61,7251.33,0,882
2013,Revenue Commission,Account Specialist R/U        ,42161.63,15.2,800,0
2013,Revenue Commission,Administrative Coordinator    ,47291.59,0,0,0
2013,Revenue Commission,Auditor Revenue R/U           ,40414.42,0,0,0
2013,Revenue Commission,Auditor Revenue S2            ,13546.55,0,0,0
2013,Revenue Commission,Cash Control Assistant - R/U  ,37876.9,13.66,800,728.4
2013,Revenue Commission,Corporate Tax Auditor R/U     ,49057.174,0,540,191.52
2013,Revenue Commission,Executive Administrator       ,92355.8,0,0,1794.35
2013,Revenue Commission,Info Processing Clerk R/U     ,27648.59333,1023.556667,0,95.33333333
2013,Revenue Commission,Maintenance Worker II R/U     ,24253.85,0,0,0
2013,Revenue Commission,Paralegal - R/U               ,10645.115,0,0,400.325
2013,Revenue Commission,Receptionist R/U              ,26936.07,0,800,0
2013,Revenue Commission,Revenue Coll Spec Trn R/U     ,26781.405,3.04,400,0
2013,Revenue Commission,Revenue Collection Spec R/U   ,26260.51125,3.32625,168.75,-1584.11
2013,Revenue Commission,Revenue Manager               ,64546.5225,0,0,675.3
2013,Revenue Commission,Revenue Supvsr                ,50798.56,0,0,416.4
2013,Revenue Commission,Senior Tax Processing Spec R/U,25660.96,0,675,0
2013,Revenue Commission,Tax Audit Supvsr              ,61378.42,0,0,1192.4
2013,Revenue Commission,Tax Auditor I                 ,3459.2,0,0,0
2013,Revenue Commission,Tax Processing Spec R/U       ,29829.964,0,110,50.062
2013,Revenue Commission,Tax Processing Spec Trn R/U   ,14138.11,0,0,0
2013,Revenue Commission,Tax Processing Specialist -S2 ,14552.15333,0,0,0
2013,Revenue Commission,Taxpayer Service Rep R/U      ,32537.33,12.698,0,0
2013,Solid Waste Management,Administrative Specialist     ,17971.09333,23.72333333,0,18.11166667
2013,Solid Waste Management,Administrative Supvsr II      ,38208.5,0,0,0
2013,Solid Waste Management,Assistant Director            ,84141.65,0,0,980.85
2013,Solid Waste Management,Bobcat Operator               ,47248.925,18130.68,541.3,540.4
2013,Solid Waste Management,Bucket Operator               ,45903.6,17852.25,616.3,0
2013,Solid Waste Management,Cashier                       ,20217.6,1712.32,0,4560
2013,Solid Waste Management,Communications Dispatcher     ,24794.3,7627.495,0,0
2013,Solid Waste Management,Compliance & Enforcement Mgr  ,53440.82,0,0,0
2013,Solid Waste Management,Compliance & Enforcement Supv ,39883.51,1556.7,0,0
2013,Solid Waste Management,Equipment Operator-TM         ,26705.15,1467.43,616.3,0
2013,Solid Waste Management,Equipment Repair Tech         ,36453.815,9435.275,0,0
2013,Solid Waste Management,Fully Automatic Truck Driver  ,41517.48444,3949.023333,479.3444444,1428.578889
2013,Solid Waste Management,Geographic Info Syst Analyst  ,35798.84,693.83,0,0
2013,Solid Waste Management,Health and Safety Specialist  ,45727.62,0,0,0
2013,Solid Waste Management,Info Systems Specialist       ,1392,0,0,973.18
2013,Solid Waste Management,Knuckle Boom Operator         ,44681.9875,23122.585,591.3,450.95
2013,Solid Waste Management,Laborer-CDL                   ,35566.79,12025.695,283.15,5.5
2013,Solid Waste Management,Laborer-TM                    ,30456.36667,9758.601667,541.3,10.5
2013,Solid Waste Management,Management Assistant-TM       ,39576.02,5400.14,616.3,0
2013,Solid Waste Management,Packer Driver-BW              ,36640.47625,6391.405,430.975,543.29625
2013,Solid Waste Management,Packer Driver-WC              ,37510.8925,4973.840682,521.4386364,20.92318182
2013,Solid Waste Management,Packer Laborer                ,26026.2925,6536.53,295.65,1.3
2013,Solid Waste Management,Packer Laborer-CDL            ,29467.21333,6342.261667,274.8166667,121.4783333
2013,Solid Waste Management,Packer Washout Laborer        ,37711.4,4068.27,0,0
2013,Solid Waste Management,Recycling Center Specialist   ,33545.66,2343.4225,393.475,0
2013,Solid Waste Management,Roll-Off Operator             ,46392.31,33794.255,616.3,0
2013,Solid Waste Management,Sanitation Tipper             ,33637.02118,3881.864706,539.1901961,14.75588235
2013,Solid Waste Management,Sanitation Tipper-CDL         ,30298.46276,4606.646552,107.6827586,24.79724138
2013,Solid Waste Management,Semi Tractor Operator         ,45805.11,17745.48667,616.3,0.533333333
2013,Solid Waste Management,Solid Waste Administrator     ,59579.65,0,0,0
2013,Solid Waste Management,Solid Waste Mngr              ,60802.115,0,0,578
2013,Solid Waste Management,Solid Waste Officer C/U       ,33240.26667,1879.933333,0,0
2013,Solid Waste Management,Solid Waste Supervisor        ,46208.22846,16156.78,0,152.7076923
2013,Solid Waste Management,Sweeper/Vac All Operator      ,43486.47,1624.05,616.3,0
2013,Solid Waste Management,Waste Reduction Operator      ,49118.03,17102.34167,491.3,0
2013,Solid Waste Management,Woodchipper Operator          ,32988.65,13166.865,478.8,22.55
2013,Technology Services,App Programmer-Enterprise     ,71843.25667,191.4,0,0
2013,Technology Services,App Programmer-Powerbuilder   ,60715.27,0,0,0
2013,Technology Services,App Support Specialist        ,46652.76,0,0,0
2013,Technology Services,Applications Dev Coord        ,64153.12,551.035,0,0
2013,Technology Services,Applications Dev Supvsr       ,70682.84,0,0,0
2013,Technology Services,Archival Clerk                ,23737.12,0,0,0
2013,Technology Services,Archival Coordinator          ,59112.09,11.43,0,1148.4
2013,Technology Services,Archival Specialist           ,41537.6,0,0,0
2013,Technology Services,Archival Supvsr               ,50450.2,0,0,0
2013,Technology Services,Assistant Director            ,87018.75,0,0,1690.65
2013,Technology Services,Business Specialist           ,41833.6,14.94,0,0
2013,Technology Services,Chief Info Security Officer   ,27313.505,0,0,406.48
2013,Technology Services,Client Services Supvsr        ,33827.4475,0,0,68.33
2013,Technology Services,Communications Coordinator II ,65775.64,0,0,0
2013,Technology Services,Content Mgmt Technology Admin ,62095.6,0,0,0
2013,Technology Services,Database Admin I              ,54655.31,0,0,812.47
2013,Technology Services,Database Admin II             ,40257.15333,0,0,86.7
2013,Technology Services,Director                      ,116436.95,0,0,0
2013,Technology Services,Geographic Info Syst Analyst  ,55421.23,0,0,0
2013,Technology Services,Information Technology Liaison,95446.01,0,0,1854.4
2013,Technology Services,Information Technology Manager,86063.4,0,0,1178.095
2013,Technology Services,Media Producer                ,37988.47,0,0,0
2013,Technology Services,Media Production Specialist   ,29796.94,0,0,0
2013,Technology Services,Multimedia Services Supervisor,44513.84,0,0,0
2013,Technology Services,Network Engineer II           ,41382.8,450.432,0,1022.314
2013,Technology Services,Network Supvsr                ,67803.47,0,0,0
2013,Technology Services,PC Support Analyst I          ,44155.55429,29.87428571,0,0
2013,Technology Services,PC Support Analyst II         ,51922.1,2.96,0,0
2013,Technology Services,Project Coordinator           ,12801.185,42.225,0,485.595
2013,Technology Services,Senior Media Producer         ,40721.23,0,0,0
2013,Technology Services,Systems Analyst               ,58467.2,22.72,0,0
2013,Technology Services,Systems Analyst Manager       ,87846.4,0,0,0
